facility_id,facility_name,street,city,state,zip_code,county,telephone_number,start_date,end_date,cauti_sir,cauti_lcl,cauti_catheter_days,cauti_observed,cauti_predicted,cauti_ucl,clabsi_sir,clabsi_lcl,clabsi_observed,clabsi_predicted,clabsi_ucl,clabsi_device_days,cdiff_sir,cdiff_lcl,cdiff_observed,cdiff_patient_days,cdiff_predicted,cdiff_ucl,mrsa_sir,mrsa_lcl,mrsa_observed,mrsa_patient_days,mrsa_predicted,mrsa_ucl,ssi_hyst_sir,ssi_hyst_lcl,ssi_hyst_procedures,ssi_hyst_observed,ssi_hyst_predicted,ssi_hyst_ucl,ssi_colon_sir,ssi_colon_lcl,ssi_colon_procedures,ssi_colon_observed,ssi_colon_predicted,ssi_colon_ucl,median_income,poverty_percentage,tract,x-coordinates,y-coordinates
390039,UPMC SOMERSET,225 SOUTH CENTER AVENUE,SOMERSET,PA,15501,SOMERSET,(814) 443-5000,01/01/2024,12/31/2024,Not Available,Not Available,1468,0,0.862,Not Available,Not Available,Not Available,0,0.274,Not Available,391,0.533,0.089,2,7756,3.750,1.762,Not Available,Not Available,0,7756,0.262,Not Available,Not Available,Not Available,6,0,0.056,Not Available,0.511,0.026,73,1,1.958,2.519,26053,34.8,021100,-79.078548196192,40.00726005883
390039,UPMC SOMERSET,225 SOUTH CENTER AVENUE,SOMERSET,PA,15501,SOMERSET,(814) 443-5000,01/01/2024,12/31/2024,Not Available,Not Available,1468,0,0.862,Not Available,Not Available,Not Available,0,0.274,Not Available,391,0.533,0.089,2,7756,3.750,1.762,Not Available,Not Available,0,7756,0.262,Not Available,Not Available,Not Available,6,0,0.056,Not Available,0.511,0.026,73,1,1.958,2.519,77243,9.3,021100,-79.078548196192,40.00726005883
390044,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,(610) 988-8000,01/01/2024,12/31/2024,0.853,0.496,12768,15,17.578,1.376,0.579,0.294,10,17.259,1.033,16587,0.395,0.279,35,171043,88.687,0.543,0.487,0.178,5,182888,10.271,1.079,1.551,0.395,233,3,1.934,4.222,2.135,1.285,280,17,7.961,3.350,61974,17.9,011200,-75.948256628402,40.330455953383
390044,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,(610) 988-8000,01/01/2024,12/31/2024,0.853,0.496,12768,15,17.578,1.376,0.579,0.294,10,17.259,1.033,16587,0.395,0.279,35,171043,88.687,0.543,0.487,0.178,5,182888,10.271,1.079,1.551,0.395,233,3,1.934,4.222,2.135,1.285,280,17,7.961,3.350,74833,8.4,011200,-75.948256628402,40.330455953383
390044,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,(610) 988-8000,01/01/2024,12/31/2024,0.853,0.496,12768,15,17.578,1.376,0.579,0.294,10,17.259,1.033,16587,0.395,0.279,35,171043,88.687,0.543,0.487,0.178,5,182888,10.271,1.079,1.551,0.395,233,3,1.934,4.222,2.135,1.285,280,17,7.961,3.350,69505,9.6,011200,-75.948256628402,40.330455953383
390044,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,(610) 988-8000,01/01/2024,12/31/2024,0.853,0.496,12768,15,17.578,1.376,0.579,0.294,10,17.259,1.033,16587,0.395,0.279,35,171043,88.687,0.543,0.487,0.178,5,182888,10.271,1.079,1.551,0.395,233,3,1.934,4.222,2.135,1.285,280,17,7.961,3.350,55543,19.4,011200,-75.948256628402,40.330455953383
390044,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,(610) 988-8000,01/01/2024,12/31/2024,0.853,0.496,12768,15,17.578,1.376,0.579,0.294,10,17.259,1.033,16587,0.395,0.279,35,171043,88.687,0.543,0.487,0.178,5,182888,10.271,1.079,1.551,0.395,233,3,1.934,4.222,2.135,1.285,280,17,7.961,3.350,47750,27.0,011200,-75.948256628402,40.330455953383
390044,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,(610) 988-8000,01/01/2024,12/31/2024,0.853,0.496,12768,15,17.578,1.376,0.579,0.294,10,17.259,1.033,16587,0.395,0.279,35,171043,88.687,0.543,0.487,0.178,5,182888,10.271,1.079,1.551,0.395,233,3,1.934,4.222,2.135,1.285,280,17,7.961,3.350,71250,5.5,011200,-75.948256628402,40.330455953383
390044,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,(610) 988-8000,01/01/2024,12/31/2024,0.853,0.496,12768,15,17.578,1.376,0.579,0.294,10,17.259,1.033,16587,0.395,0.279,35,171043,88.687,0.543,0.487,0.178,5,182888,10.271,1.079,1.551,0.395,233,3,1.934,4.222,2.135,1.285,280,17,7.961,3.350,75625,1.8,011200,-75.948256628402,40.330455953383
390044,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,(610) 988-8000,01/01/2024,12/31/2024,0.853,0.496,12768,15,17.578,1.376,0.579,0.294,10,17.259,1.033,16587,0.395,0.279,35,171043,88.687,0.543,0.487,0.178,5,182888,10.271,1.079,1.551,0.395,233,3,1.934,4.222,2.135,1.285,280,17,7.961,3.350,46165,14.0,011200,-75.948256628402,40.330455953383
390044,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,BERKS,(610) 988-8000,01/01/2024,12/31/2024,0.853,0.496,12768,15,17.578,1.376,0.579,0.294,10,17.259,1.033,16587,0.395,0.279,35,171043,88.687,0.543,0.487,0.178,5,182888,10.271,1.079,1.551,0.395,233,3,1.934,4.222,2.135,1.285,280,17,7.961,3.350,28958,43.0,011200,-75.948256628402,40.330455953383
390046,WELLSPAN YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,YORK,(717) 851-2345,01/01/2024,12/31/2024,0.704,0.424,16090,17,24.160,1.104,0.586,0.340,15,25.606,0.945,23263,0.326,0.216,25,159471,76.648,0.474,0.466,0.171,5,174291,10.734,1.032,1.517,0.386,238,3,1.978,4.128,1.296,0.702,354,12,9.256,2.204,57672,12.0,000800,-76.720372343425,39.946642407363
390046,WELLSPAN YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,YORK,(717) 851-2345,01/01/2024,12/31/2024,0.704,0.424,16090,17,24.160,1.104,0.586,0.340,15,25.606,0.945,23263,0.326,0.216,25,159471,76.648,0.474,0.466,0.171,5,174291,10.734,1.032,1.517,0.386,238,3,1.978,4.128,1.296,0.702,354,12,9.256,2.204,27917,35.6,000800,-76.720372343425,39.946642407363
390046,WELLSPAN YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,YORK,(717) 851-2345,01/01/2024,12/31/2024,0.704,0.424,16090,17,24.160,1.104,0.586,0.340,15,25.606,0.945,23263,0.326,0.216,25,159471,76.648,0.474,0.466,0.171,5,174291,10.734,1.032,1.517,0.386,238,3,1.978,4.128,1.296,0.702,354,12,9.256,2.204,44333,38.9,000800,-76.720372343425,39.946642407363
390046,WELLSPAN YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,YORK,(717) 851-2345,01/01/2024,12/31/2024,0.704,0.424,16090,17,24.160,1.104,0.586,0.340,15,25.606,0.945,23263,0.326,0.216,25,159471,76.648,0.474,0.466,0.171,5,174291,10.734,1.032,1.517,0.386,238,3,1.978,4.128,1.296,0.702,354,12,9.256,2.204,52396,16.2,000800,-76.720372343425,39.946642407363
390046,WELLSPAN YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,YORK,(717) 851-2345,01/01/2024,12/31/2024,0.704,0.424,16090,17,24.160,1.104,0.586,0.340,15,25.606,0.945,23263,0.326,0.216,25,159471,76.648,0.474,0.466,0.171,5,174291,10.734,1.032,1.517,0.386,238,3,1.978,4.128,1.296,0.702,354,12,9.256,2.204,31774,54.9,000800,-76.720372343425,39.946642407363
390046,WELLSPAN YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,YORK,(717) 851-2345,01/01/2024,12/31/2024,0.704,0.424,16090,17,24.160,1.104,0.586,0.340,15,25.606,0.945,23263,0.326,0.216,25,159471,76.648,0.474,0.466,0.171,5,174291,10.734,1.032,1.517,0.386,238,3,1.978,4.128,1.296,0.702,354,12,9.256,2.204,37125,51.7,000800,-76.720372343425,39.946642407363
390046,WELLSPAN YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,YORK,(717) 851-2345,01/01/2024,12/31/2024,0.704,0.424,16090,17,24.160,1.104,0.586,0.340,15,25.606,0.945,23263,0.326,0.216,25,159471,76.648,0.474,0.466,0.171,5,174291,10.734,1.032,1.517,0.386,238,3,1.978,4.128,1.296,0.702,354,12,9.256,2.204,56394,17.2,000800,-76.720372343425,39.946642407363
390046,WELLSPAN YORK HOSPITAL,1001 SOUTH GEORGE STREET,YORK,PA,17403,YORK,(717) 851-2345,01/01/2024,12/31/2024,0.704,0.424,16090,17,24.160,1.104,0.586,0.340,15,25.606,0.945,23263,0.326,0.216,25,159471,76.648,0.474,0.466,0.171,5,174291,10.734,1.032,1.517,0.386,238,3,1.978,4.128,1.296,0.702,354,12,9.256,2.204,71250,9.5,000800,-76.720372343425,39.946642407363
390049,ST LUKE'S HOSPITAL BETHLEHEM,801 OSTRUM STREET,BETHLEHEM,PA,18015,NORTHAMPTON,(484) 526-4000,01/01/2024,12/31/2024,0.233,0.085,15770,5,21.487,0.516,0.319,0.129,6,18.831,0.663,18179,0.232,0.135,15,159919,64.630,0.374,0.327,0.104,4,164433,12.235,0.789,0.569,0.028,205,1,1.757,2.807,0.949,0.482,396,10,10.533,1.692,54615,16.3,006800,-75.392132952146,40.609212407067
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,(610) 384-7711,01/01/2024,12/31/2024,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,97156,7.7,311401,-75.800499339669,39.998614836898
390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,15212,ALLEGHENY,(412) 359-3131,01/01/2024,12/31/2024,0.392,0.232,22427,16,40.782,0.624,0.513,0.292,14,27.300,0.840,24125,0.382,0.255,26,141848,68.023,0.552,0.712,0.375,11,141848,15.439,1.238,Not Available,Not Available,11,0,0.057,Not Available,1.173,0.636,373,12,10.230,1.994,65328,28.0,565100,-80.003422684241,40.456122370127
390056,PENN HIGHLANDS HUNTINGDON,1225 WARM SPRINGS AVE,HUNTINGDON,PA,16652,HUNTINGDON,(814) 643-2290,01/01/2024,12/31/2024,Not Available,Not Available,1143,0,0.580,Not Available,Not Available,Not Available,0,0.140,Not Available,232,0.972,0.247,3,10578,3.086,2.646,Not Available,Not Available,0,10578,0.539,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,0,0.044,Not Available,67763,8.7,950400,-78.013312508445,40.494672707681
390056,PENN HIGHLANDS HUNTINGDON,1225 WARM SPRINGS AVE,HUNTINGDON,PA,16652,HUNTINGDON,(814) 643-2290,01/01/2024,12/31/2024,Not Available,Not Available,1143,0,0.580,Not Available,Not Available,Not Available,0,0.140,Not Available,232,0.972,0.247,3,10578,3.086,2.646,Not Available,Not Available,0,10578,0.539,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,0,0.044,Not Available,49588,15.6,950400,-78.013312508445,40.494672707681
390056,PENN HIGHLANDS HUNTINGDON,1225 WARM SPRINGS AVE,HUNTINGDON,PA,16652,HUNTINGDON,(814) 643-2290,01/01/2024,12/31/2024,Not Available,Not Available,1143,0,0.580,Not Available,Not Available,Not Available,0,0.140,Not Available,232,0.972,0.247,3,10578,3.086,2.646,Not Available,Not Available,0,10578,0.539,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,0,0.044,Not Available,52059,14.8,950400,-78.013312508445,40.494672707681
390056,PENN HIGHLANDS HUNTINGDON,1225 WARM SPRINGS AVE,HUNTINGDON,PA,16652,HUNTINGDON,(814) 643-2290,01/01/2024,12/31/2024,Not Available,Not Available,1143,0,0.580,Not Available,Not Available,Not Available,0,0.140,Not Available,232,0.972,0.247,3,10578,3.086,2.646,Not Available,Not Available,0,10578,0.539,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,0,0.044,Not Available,66429,11.7,950400,-78.013312508445,40.494672707681
390056,PENN HIGHLANDS HUNTINGDON,1225 WARM SPRINGS AVE,HUNTINGDON,PA,16652,HUNTINGDON,(814) 643-2290,01/01/2024,12/31/2024,Not Available,Not Available,1143,0,0.580,Not Available,Not Available,Not Available,0,0.140,Not Available,232,0.972,0.247,3,10578,3.086,2.646,Not Available,Not Available,0,10578,0.539,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,0,0.044,Not Available,60677,9.6,950400,-78.013312508445,40.494672707681
390056,PENN HIGHLANDS HUNTINGDON,1225 WARM SPRINGS AVE,HUNTINGDON,PA,16652,HUNTINGDON,(814) 643-2290,01/01/2024,12/31/2024,Not Available,Not Available,1143,0,0.580,Not Available,Not Available,Not Available,0,0.140,Not Available,232,0.972,0.247,3,10578,3.086,2.646,Not Available,Not Available,0,10578,0.539,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,2,0,0.044,Not Available,58625,10.7,950400,-78.013312508445,40.494672707681
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,01/01/2024,12/31/2024,Not Available,Not Available,7,0,0.005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,56016,16.7,002900,-80.064826902181,42.10291283873
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,01/01/2024,12/31/2024,Not Available,Not Available,7,0,0.005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,95395,3.6,002900,-80.064826902181,42.10291283873
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,01/01/2024,12/31/2024,Not Available,Not Available,7,0,0.005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,53218,7.9,002900,-80.064826902181,42.10291283873
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,01/01/2024,12/31/2024,Not Available,Not Available,7,0,0.005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,104981,11.1,002900,-80.064826902181,42.10291283873
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,01/01/2024,12/31/2024,Not Available,Not Available,7,0,0.005,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,70063,4.8,002900,-80.064826902181,42.10291283873
390067,UPMC PINNACLE HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,PA,17104,DAUPHIN,(717) 782-3131,01/01/2024,12/31/2024,0.806,0.554,32921,30,37.203,1.137,0.349,0.183,11,31.524,0.607,32022,0.856,0.684,81,161753,94.662,1.058,0.310,0.079,3,178142,9.672,0.844,1.142,0.191,200,2,1.752,3.772,0.502,0.203,461,6,11.958,1.044,59554,16.8,023400,-76.832035939925,40.229938051879
390067,UPMC PINNACLE HOSPITALS,409 SOUTH SECOND STREET,HARRISBURG,PA,17104,DAUPHIN,(717) 782-3131,01/01/2024,12/31/2024,0.806,0.554,32921,30,37.203,1.137,0.349,0.183,11,31.524,0.607,32022,0.856,0.684,81,161753,94.662,1.058,0.310,0.079,3,178142,9.672,0.844,1.142,0.191,200,2,1.752,3.772,0.502,0.203,461,6,11.958,1.044,83115,11.3,023400,-76.832035939925,40.229938051879
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,01/01/2024,12/31/2024,Not Available,Not Available,1031,1,0.605,Not Available,Not Available,Not Available,0,0.296,Not Available,356,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,79461,12.9,003400,-76.407361855914,40.313112950875
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,01/01/2024,12/31/2024,Not Available,Not Available,1031,1,0.605,Not Available,Not Available,Not Available,0,0.296,Not Available,356,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,83571,6.8,003400,-76.407361855914,40.313112950875
390070,LOWER BUCKS HOSPITAL,501 BATH ROAD,BRISTOL,PA,19007,BUCKS,(215) 785-9200,01/01/2024,12/31/2024,Not Available,Not Available,999,0,0.765,Not Available,Not Available,Not Available,0,0.504,Not Available,643,0.199,0.010,1,9212,5.034,0.980,Not Available,Not Available,0,9212,0.426,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,68906,20.1,100303,-74.864827570433,40.104491010563
390073,UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,PA,16601,BLAIR,(814) 889-2011,01/01/2024,12/31/2024,0.343,0.139,11602,6,17.513,0.713,0.199,0.033,2,10.038,0.658,9426,0.836,0.615,44,76847,52.614,1.113,0.376,0.063,2,79463,5.326,1.241,Not Available,Not Available,35,0,0.302,Not Available,0.192,0.010,187,1,5.220,0.945,31848,32.4,100700,-78.397987516844,40.521436956959
390073,UPMC ALTOONA,620 HOWARD AVENUE,ALTOONA,PA,16601,BLAIR,(814) 889-2011,01/01/2024,12/31/2024,0.343,0.139,11602,6,17.513,0.713,0.199,0.033,2,10.038,0.658,9426,0.836,0.615,44,76847,52.614,1.113,0.376,0.063,2,79463,5.326,1.241,Not Available,Not Available,35,0,0.302,Not Available,0.192,0.010,187,1,5.220,0.945,66595,7.7,100700,-78.397987516844,40.521436956959
390086,PENN HIGHLANDS DUBOIS,100 HOSPITAL AVENUE,DUBOIS,PA,15801,CLEARFIELD,(814) 371-2200,01/01/2024,12/31/2024,0.925,0.451,9706,9,9.731,1.697,1.208,0.528,7,5.797,2.389,6270,0.059,0.003,1,46757,17.021,0.290,0.364,0.018,1,50221,2.751,1.793,Not Available,Not Available,5,0,0.029,Not Available,1.114,0.354,131,4,3.592,2.686,60219,9.7,330200,-78.774886763278,41.113908579055
390090,WEST PENN HOSPITAL,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,ALLEGHENY,(412) 578-5000,01/01/2024,12/31/2024,0.586,0.186,4430,4,6.831,1.412,0.827,0.362,7,8.461,1.637,7650,0.644,0.388,17,56839,26.382,1.011,0.468,0.119,3,77768,6.409,1.274,0.377,0.063,633,2,5.308,1.245,1.753,1.019,329,15,8.557,2.826,62857,13.7,080900,-79.946781304796,40.462389973249
390090,WEST PENN HOSPITAL,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,ALLEGHENY,(412) 578-5000,01/01/2024,12/31/2024,0.586,0.186,4430,4,6.831,1.412,0.827,0.362,7,8.461,1.637,7650,0.644,0.388,17,56839,26.382,1.011,0.468,0.119,3,77768,6.409,1.274,0.377,0.063,633,2,5.308,1.245,1.753,1.019,329,15,8.557,2.826,67759,12.2,080900,-79.946781304796,40.462389973249
390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17602,LANCASTER,(717) 544-5511,01/01/2024,12/31/2024,0.752,0.460,17708,18,23.937,1.165,0.322,0.150,8,24.824,0.612,23384,0.251,0.156,19,151227,75.623,0.385,0.231,0.039,2,164375,8.674,0.762,0.702,0.179,483,3,4.275,1.910,1.300,0.740,404,14,10.767,2.130,55875,23.4,000400,-76.305298062033,40.04712170929
390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17602,LANCASTER,(717) 544-5511,01/01/2024,12/31/2024,0.752,0.460,17708,18,23.937,1.165,0.322,0.150,8,24.824,0.612,23384,0.251,0.156,19,151227,75.623,0.385,0.231,0.039,2,164375,8.674,0.762,0.702,0.179,483,3,4.275,1.910,1.300,0.740,404,14,10.767,2.130,38750,29.5,000400,-76.305298062033,40.04712170929
390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17602,LANCASTER,(717) 544-5511,01/01/2024,12/31/2024,0.752,0.460,17708,18,23.937,1.165,0.322,0.150,8,24.824,0.612,23384,0.251,0.156,19,151227,75.623,0.385,0.231,0.039,2,164375,8.674,0.762,0.702,0.179,483,3,4.275,1.910,1.300,0.740,404,14,10.767,2.130,50574,23.4,000400,-76.305298062033,40.04712170929
390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17602,LANCASTER,(717) 544-5511,01/01/2024,12/31/2024,0.752,0.460,17708,18,23.937,1.165,0.322,0.150,8,24.824,0.612,23384,0.251,0.156,19,151227,75.623,0.385,0.231,0.039,2,164375,8.674,0.762,0.702,0.179,483,3,4.275,1.910,1.300,0.740,404,14,10.767,2.130,17474,53.1,000400,-76.305298062033,40.04712170929
390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17602,LANCASTER,(717) 544-5511,01/01/2024,12/31/2024,0.752,0.460,17708,18,23.937,1.165,0.322,0.150,8,24.824,0.612,23384,0.251,0.156,19,151227,75.623,0.385,0.231,0.039,2,164375,8.674,0.762,0.702,0.179,483,3,4.275,1.910,1.300,0.740,404,14,10.767,2.130,45571,21.0,000400,-76.305298062033,40.04712170929
390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17602,LANCASTER,(717) 544-5511,01/01/2024,12/31/2024,0.752,0.460,17708,18,23.937,1.165,0.322,0.150,8,24.824,0.612,23384,0.251,0.156,19,151227,75.623,0.385,0.231,0.039,2,164375,8.674,0.762,0.702,0.179,483,3,4.275,1.910,1.300,0.740,404,14,10.767,2.130,24322,42.4,000400,-76.305298062033,40.04712170929
390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17602,LANCASTER,(717) 544-5511,01/01/2024,12/31/2024,0.752,0.460,17708,18,23.937,1.165,0.322,0.150,8,24.824,0.612,23384,0.251,0.156,19,151227,75.623,0.385,0.231,0.039,2,164375,8.674,0.762,0.702,0.179,483,3,4.275,1.910,1.300,0.740,404,14,10.767,2.130,71087,9.8,000400,-76.305298062033,40.04712170929
390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17602,LANCASTER,(717) 544-5511,01/01/2024,12/31/2024,0.752,0.460,17708,18,23.937,1.165,0.322,0.150,8,24.824,0.612,23384,0.251,0.156,19,151227,75.623,0.385,0.231,0.039,2,164375,8.674,0.762,0.702,0.179,483,3,4.275,1.910,1.300,0.740,404,14,10.767,2.130,43750,28.2,000400,-76.305298062033,40.04712170929
390102,UPMC ST MARGARET,815 FREEPORT ROAD,PITTSBURGH,PA,15215,ALLEGHENY,(412) 784-4000,01/01/2024,12/31/2024,1.144,0.531,6790,8,6.995,2.172,1.094,0.401,5,4.571,2.425,5200,0.673,0.383,14,39958,20.805,1.102,0.363,0.018,1,39958,2.754,1.791,Not Available,Not Available,1,0,0.006,Not Available,0.210,0.010,174,1,4.769,1.034,137292,3.8,421100,-79.853655435567,40.498923778121
390102,UPMC ST MARGARET,815 FREEPORT ROAD,PITTSBURGH,PA,15215,ALLEGHENY,(412) 784-4000,01/01/2024,12/31/2024,1.144,0.531,6790,8,6.995,2.172,1.094,0.401,5,4.571,2.425,5200,0.673,0.383,14,39958,20.805,1.102,0.363,0.018,1,39958,2.754,1.791,Not Available,Not Available,1,0,0.006,Not Available,0.210,0.010,174,1,4.769,1.034,52468,7.9,421100,-79.853655435567,40.498923778121
390107,UPMC PASSAVANT,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,ALLEGHENY,(412) 367-6700,01/01/2024,12/31/2024,0.501,0.255,16073,10,19.951,0.893,0.482,0.211,7,14.536,0.953,14112,0.610,0.429,34,83308,55.742,0.843,1.240,0.576,8,83308,6.450,2.355,Not Available,Not Available,107,1,0.849,Not Available,0.645,0.282,419,7,10.857,1.275,79312,6.5,413500,-80.016357076523,40.57447987552
390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,300 HALKET STREET,PITTSBURGH,PA,15213,ALLEGHENY,(412) 641-4010,01/01/2024,12/31/2024,0.530,0.089,4705,2,3.775,1.750,0.641,0.280,7,10.924,1.268,8894,0.982,0.644,24,61478,24.432,1.439,0.521,0.087,2,102244,3.839,1.721,1.119,0.356,409,4,3.575,2.699,1.758,0.713,128,6,3.412,3.658,28444,55.5,040900,-79.960326268979,40.437640816847
390127,PHOENIXVILLE HOSPITAL,140 NUTT ROAD,PHOENIXVILLE,PA,19460,CHESTER,(610) 983-1000,01/01/2024,12/31/2024,2.040,0.648,2467,4,1.961,4.920,1.808,0.460,3,1.659,4.921,2033,0.529,0.231,7,29925,13.229,1.047,0.510,0.026,1,32911,1.961,2.515,Not Available,Not Available,91,0,0.713,Not Available,1.184,0.199,66,2,1.689,3.912,110184,4.7,300900,-75.513937272481,40.123964601779
390133,LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULEVARD,ALLENTOWN,PA,18103,LEHIGH,(610) 402-8000,01/01/2024,12/31/2024,0.437,0.286,34532,24,54.938,0.640,0.585,0.367,20,34.180,0.888,29435,0.346,0.257,47,278165,136.010,0.456,0.897,0.511,14,299561,15.601,1.470,1.141,0.290,299,3,2.629,3.106,0.362,0.147,612,6,16.554,0.754,135729,6.7,006703,-75.518737274381,40.567147550681
